Rank,Weibo User,PageRank Value,Weibo Influence Value,User id
1,第一时间,0.016232498817912656,100.0,1730243272
2,羊城晚报,0.0162030255964836,99.82,1497087080
3,五岳散人,0.01573787325087456,96.95,1477045392
4,头条新闻,0.014726496674347491,90.72,1618051664
5,财新网,0.013981441185454852,86.13,1663937380
6,现代快报,0.013351303316044123,82.25,1656737654
7,财经杂志,0.013326994879134515,82.1,1684012053
8,新快报,0.01276388768236594,78.63,1652484947
9,新安晚报,0.012739732417596104,78.48,1751714412
10,扬子晚报,0.012730159518546707,78.42,1653603955
11,王强_99,0.012669815079658172,78.05,1827370530
12,环球时报,0.01227372963352908,75.61,1974576991
13,中国新闻周刊,0.012014144053397994,74.01,1642512402
14,马鞍山发布,0.011964302681014635,73.71,2549578244
15,网络新闻联播,0.011776161827608272,72.55,1977460817
16,大河报,0.011616200828157348,71.56,1734530730
17,敖評,0.01141821946169772,70.34,2612536097
18,燕赵晚报,0.011417134073450968,70.34,2647971081
19,58同城,0.01094954893166674,67.45,1571585030
20,华商网,0.01084768284666786,66.83,1644855075
21,家人杂志,0.010558028088379594,65.04,1642030665
22,人人网,0.010246356228567741,63.12,1716488301
23,新浪陕西,0.010080831199600574,62.1,2162541102
24,阑夕,0.010054347826086956,61.94,1560906700
25,莱德赵克强,0.009710277645060253,59.82,1924011973
26,华西都市报,0.009564850511284684,58.92,1496814565
27,新浪新闻视频,0.009161999881048885,56.44,3921730119
28,搜狐新闻客户端,0.009120249006730424,56.19,2083844833
29,凤凰博报,0.009098647257176358,56.05,1644307977
30,实用小百科,0.008934453227931488,55.04,1780417033
31,新京报,0.008901340959764872,54.84,1644114654
32,人民日报海外版-海外网,0.008771151930798667,54.03,3057540037
33,每日经济新闻,0.008589571821537386,52.92,1649173367
34,这不是历史,0.008434000329380765,51.96,2521277214
35,人民网,0.008367711310842447,51.55,2286908003
36,山东环境,0.008255469460413356,50.86,3354394424
37,中国经营报,0.008181107464395508,50.4,1650111241
38,杜芝富,0.008052536231884056,49.61,1675693152
39,恒东法师,0.007903860569715142,48.69,1886540111
40,范炜,0.007823250119445771,48.19,1029374230
41,央视新闻,0.00779700097706331,48.03,2656274875
42,TechWeb,0.00778147337056164,47.94,1642471052
43,石家庄微吧,0.007744565217391304,47.71,2917423344
44,中国之声,0.007566964338403865,46.62,1699540307
45,楚天都市报,0.007530630224244354,46.39,1720962692
46,网易新闻客户端,0.007526540062053554,46.37,1974808274
47,都市快报,0.007478638632872504,46.07,1847582585
48,央视网,0.007470527360209164,46.02,3266943013
49,南方日报,0.0074450152395165595,45.86,1682207150
50,直播南京官方版,0.007393794138198158,45.55,1807431510
51,天天正能量,0.007308622913921826,45.02,2213859044
52,南方都市报,0.0072988729630911525,44.96,1644489953
53,环球市场播报,0.007235645373794041,44.58,1640337222
54,人民日报,0.007204007273175309,44.38,2803301701
55,新浪财经,0.007177285275111362,44.22,1638782947
56,宋鸿兵,0.0069731013885047065,42.96,1632067682
57,上海证券报,0.006901249864095054,42.52,1905628462
58,猫扑,0.006867397774327122,42.31,1660452532
59,气象北京,0.006809804329379974,41.95,2611704935
60,财经网,0.006785038918306709,41.8,1642088277
61,东南快报,0.006722246344045959,41.41,1671068657
62,乐游广东,0.006682065217391305,41.16,2011787914
63,凤凰财经,0.006660462122418643,41.03,1988800805
64,新闻晨报,0.0066497935035854895,40.97,1314608344
65,广州日报,0.006594259785902769,40.62,1887790981
66,崔永元,0.006496492939427722,40.02,1496852380
67,刘耘博士,0.006358695652173913,39.17,3197077575
68,吴梦知-,0.006175097547380154,38.04,1631743855
69,梅德文,0.006098104793756966,37.57,2099807595
70,英国时报,0.00597473178994918,36.81,3099016097
71,当时我就震惊了,0.005951733954451345,36.67,1764222885
72,展江,0.005892895990815781,36.3,1896697435
73,新文化网,0.005831573673388282,35.93,1722628512
74,辽沈晚报,0.005780258527862934,35.61,1801817195
75,新财富杂志,0.005704690001345857,35.14,1708922835
76,陈业文新大都,0.005597462257882047,34.48,1910597850
77,巴松狼王,0.005588229705077531,34.43,1244589914
78,佛山日报,0.005555206836881284,34.22,1723216063
79,王力宏,0.005434782608695652,33.48,1793285524
80,夢想家林志穎,0.005434782608695652,33.48,1608574203
81,雨点微言,0.005434782608695652,33.48,2548670727
82,但斌,0.005411118169270343,33.34,1249424622
83,央视财经,0.005388358861278652,33.19,2258727970
84,中国乡村之声,0.005253256127299089,32.36,2678664313
85,张晨初艺术空间,0.005222135955831608,32.17,1912150611
86,文明北京,0.005192503798503973,31.99,2189978113
87,新华视点,0.0050999408738207,31.42,1699432410
88,21世纪经济报道,0.004974308300395256,30.64,1651428902
89,北京交通广播,0.0049260569626163025,30.35,1750344480
90,正和岛标准,0.004903571359610105,30.21,2268916473
91,宋英杰,0.004892249799639351,30.14,1228196907
92,顶尖摄影欣赏,0.004818840579710144,29.69,2620142750
93,况秀猛,0.004818840579710144,29.69,3176804502
94,互联网的那点事,0.0047018151566206486,28.97,1627825392
95,半岛都市报,0.004575748074389378,28.19,1668589317
96,_-冰翼-_,0.00452020202020202,27.85,1310872334
97,香港文匯網,0.004507359396741319,27.77,2632236847
98,华尔街日报中文网,0.0044713338378370784,27.55,1649159940
99,和讯网,0.0044590798607707805,27.47,2000961721
100,家居配饰师,0.004433876811594202,27.31,2386507674
101,未满十八周岁者禁止关注,0.004433876811594202,27.31,2313896275
102,Vista看天下,0.0042325803725260245,26.07,1323527941
103,生命时报,0.004106139675178254,25.3,1774057271
104,燕赵都市报,0.004044890433571093,24.92,1738004582
105,敏奇敏奇,0.003894927536231884,23.99,1900372975
106,天气预报,0.0038440231169017984,23.68,1664971205
107,阅读社会,0.0038151850414078667,23.5,2507912842
108,英国那些事儿,0.0038103201146679404,23.47,2549228714
109,JohnRoss431,0.0037919107202435617,23.36,2559830984
110,郑州晚报,0.0037261802604336924,22.96,2034347300
111,袁立,0.0036979460756634665,22.78,1195300800
112,段子精选,0.0036282282783641484,22.35,1642351200
113,新浪房产,0.0036218693648567423,22.31,1069205631
114,重庆环保,0.0035625073048153343,21.95,2144075181
115,新浪无锡,0.0035549595332204026,21.9,3181366165
116,新浪湖北,0.0034383551231377315,21.18,2049389352
117,安徽广播电视台,0.0034199206298610226,21.07,3170247223
118,凹凸律师,0.003390974967061923,20.89,1130057870
119,杭州微博城事,0.003352504618902669,20.65,1961594843
120,新浪辽宁,0.003332810818396283,20.53,2081296667
121,江苏身边事,0.0032203243616287093,19.84,2489846930
122,陆伟民律师,0.0031249999999999997,19.25,2438265760
123,屌絲打分蜻蜓隊長,0.0030403925784360563,18.73,1887826884
124,东方财富网,0.0030150103519668734,18.57,1801487174
125,新闻微记者,0.0030076630385774015,18.53,3713977861
126,任志强,0.0027637263099219616,17.03,1182389073
127,最高人民法院,0.002758867852054122,17.0,3908755088
128,北大新媒体,0.0027375525946704065,16.86,1711479641
129,洪峰,0.0027365365612648214,16.86,1063890337
130,王福重,0.002729037267080745,16.81,1459277820
131,最牛B的视频,0.0026117149758454103,16.09,2024757320
132,樊建川,0.002579451345755694,15.89,1676368781
133,优酷,0.0025629536428975423,15.79,1642904381
134,证券时报网,0.00252063582870219,15.53,1664176597
135,新浪浙江,0.0024880599472990777,15.33,2097152664
136,北京环保宣传,0.0024766399694889393,15.26,2594986464
137,米瑞蓉,0.0023649715320910973,14.57,1517916214
138,粤事情报站,0.002358388280723484,14.53,2375456772
139,面相与命运,0.0023550724637681156,14.51,2537882762
140,农业博士,0.0023358242753623183,14.39,1317758092
141,香港成报,0.0023209046269329447,14.3,1730374903
142,新浪历史,0.0023195919321445267,14.29,3225231435
143,华夏时报,0.0022910784867306603,14.11,1838672663
144,四川公安,0.0022508771421814898,13.87,3498446914
145,楚天金报,0.0022011249652658283,13.56,1887259304
146,陈村,0.0021327883448385696,13.14,1660252010
147,哲夫,0.0021020962732919255,12.95,1343264264
148,盛大林,0.0020331631059470265,12.53,1407728082
149,经济日报,0.0019817452797370413,12.21,3037284894
150,Instagram热门,0.001970108695652174,12.14,5074408479
151,支付宝钱包,0.0018417874396135267,11.35,1891502860
152,复古老照片,0.0018378390932738758,11.32,2948738352
153,大西北网络,0.0017610429834307812,10.85,1632089897
154,朱德庸,0.0017391304347826085,10.71,1299532580
155,神评姐,0.0017391304347826085,10.71,1930168350
156,儿童伤害曝光台,0.0016990852433584696,10.47,3041018631
157,映象网,0.001641139657444005,10.11,2027773605
158,傅盛,0.0015868370759675107,9.78,1554710050
159,海外美食作家冰清,0.0015651468097120271,9.64,1559383255
160,叶青,0.0015455486542443064,9.52,1700709963
161,洛阳晚报,0.0015431488801054018,9.51,1260407871
162,这里是美国,0.0015313038410864498,9.43,2243807243
163,今晚报,0.0013926630434782609,8.58,1960785875
164,扒皮王,0.001389163372859025,8.56,2929571482
165,老沉,0.001366323417238749,8.42,1639127253
166,人民法院报,0.0013636273147142712,8.4,3268047813
167,巴黎潮人,0.001329968944099379,8.19,1874025570
168,新浪浙江旅游,0.0013285024154589373,8.18,2097182924
169,傅蔚冈,0.0013285024154589373,8.18,1764452651
170,非你莫属,0.0012536922521144119,7.72,1843147045
171,新浪河北,0.0012351778656126482,7.61,2332992900
172,梅婷,0.0012351778656126482,7.61,1195019732
173,英国航空,0.0011705685618729096,7.21,2709620183
174,V电影,0.0011451863354037268,7.05,2535267903
175,我的前任是个极品,0.0011451863354037268,7.05,2430259303
176,风雨下黄山-黄生的博,0.0011275879917184266,6.95,1405463773
177,侯宁,0.0011231884057971014,6.92,1483330984
178,平安商丘,0.0011179873772791025,6.89,2024872695
179,治愈系心理学,0.0010351966873706005,6.38,1097201945
180,黑人建州,0.0009928929765886288,6.12,1692544657
181,张涛anta,0.0009692028985507247,5.97,1400241473
182,石家庄微博荟萃,0.0009552042160737813,5.88,2499802124
183,鸟人与鱼,0.0009472049689440994,5.84,1236700981
184,新浪体育,0.000889726507713885,5.48,1638781994
