Rank,Weibo User,PageRank Value,Weibo Influence Value,User id
1,壹读,0.13399621212121213,100.0,2860998382
2,中国经营报,0.09375,69.96,1650111241
3,中国新闻周刊,0.08892045454545454,66.36,1642512402
4,胡锡进,0.08087121212121212,60.35,1989660417
5,袁腾飞,0.07121212121212121,53.14,1635764393
6,大鹏看天下,0.06799242424242424,50.74,1735047885
7,21世纪经济报道,0.05994318181818182,44.73,1651428902
8,中国新闻网,0.04706439393939394,35.12,1784473157
9,中国企业家杂志,0.040625,30.32,1193725273
10,观察者网,0.03740530303030303,27.92,1887344341
11,新闻晨报,0.03257575757575758,24.31,1314608344
12,新周刊,0.03257575757575758,24.31,1653689003
13,成都发布,0.030965909090909093,23.11,1523766213
14,王福重,0.026136363636363638,19.51,1459277820
15,NASA中文,0.026136363636363638,19.51,2206258462
16,沈东军,0.02291666666666667,17.1,1899758880
17,财新网,0.02291666666666667,17.1,1663937380
18,老榕,0.0196969696969697,14.7,1494720324
19,王长田,0.0196969696969697,14.7,1829744931
20,王晓渔,0.01647727272727273,12.3,1404411345
21,鲁国平先生,0.01647727272727273,12.3,1142648704
22,中国国际救援队,0.011647727272727275,8.69,1701600025
