Rank,Weibo User,PageRank Value,Weibo Influence Value,User id
1,奋壹,0.010696155184362573,100.0,1263387643
2,人民新闻报,0.009362089955602141,87.53,2543104707
3,妈咪岁月,0.00904897528631706,84.6,2617342434
4,上海证券报,0.00875533320619021,81.85,1905628462
5,茂名市公务员朱国瑜,0.008429471784112871,78.81,1766596400
6,网络新闻联播,0.008186553151085366,76.54,1977460817
7,地球人很可怕,0.007947026064431265,74.3,2608483217
8,历史断片,0.007812309983247024,73.04,2256841532
9,记者王文志,0.007723440909982707,72.21,1564671237
10,运筹帷幄唯你,0.0075943689090445425,71.0,3233235603
11,21世纪经济报道,0.007544951337432019,70.54,1651428902
12,李敖时评,0.007403650342814994,69.22,3843617882
13,郭敬明有话说,0.007367390815133987,68.88,3180541260
14,人民话,0.007327410214380494,68.51,2275076624
15,敖評,0.007324877286213749,68.48,2612536097
16,焦点联播,0.007255667522875504,67.83,2283406765
17,王强_99,0.0072484873541551606,67.77,1827370530
18,凤凰南都,0.007023424980390264,65.66,1970643633
19,一秒钟一万个念头,0.00701573510076175,65.59,1544593902
20,央视新闻,0.006410268058450487,59.93,2656274875
21,走马微天下,0.006392405063291139,59.76,3251309964
22,楚天都市报,0.006224346228449661,58.19,1720962692
23,新民晚报评论,0.0061073777223819,57.1,1906649351
24,基金观察网,0.005972756055111083,55.84,2293134804
25,Wind资讯,0.005972463062156174,55.84,1901447125
26,新浪评论,0.005953785243099844,55.66,1775895885
27,晓峰_徐,0.0059307929313758756,55.45,1974945511
28,网易新闻客户端,0.005892713959604887,55.09,1974808274
29,微媒,0.00586559737762222,54.84,2866908680
30,南风窗,0.005835096000134288,54.55,1645578093
31,头条新闻,0.005821757660600118,54.43,1618051664
32,大鹏看天下,0.005818747733711377,54.4,1735047885
33,郑克强,0.005811793043869555,54.34,1769544670
34,安普若-安校长,0.005573216340621404,52.1,1371675920
35,人民网舆情监测室,0.005561743620547492,52.0,2938715943
36,求是理论网,0.005513053166907065,51.54,2974325495
37,石述思,0.005480022907490443,51.23,1338738570
38,凤凰博报,0.005472163166048841,51.16,1644307977
39,中国独家报道,0.005428145842008692,50.75,2616293707
40,南方都市报,0.005405877977709528,50.54,1644489953
41,新浪军事,0.005341165716462394,49.94,1499104401
42,袁裕来律师,0.0053108940570058445,49.65,1097414213
43,人民日报,0.005187615552979373,48.5,2803301701
44,环球时报,0.005136274331842971,48.02,1974576991
45,财经记者圈,0.005053107391571762,47.24,2151768482
46,实事求石,0.00504746835443038,47.19,2797323120
47,事实聚焦,0.004955608523708051,46.33,1142874394
48,丁来峰,0.0049425405399181515,46.21,1033823051
49,文史女教师,0.00494056101466157,46.19,1585354514
50,温州晚报,0.004901480200670745,45.82,1729779710
51,高勤荣扬眉剑出鞘,0.0049009280311262775,45.82,2335671667
52,历史解密网站,0.004893119213904496,45.75,1927686345
53,潇湘晨报,0.004855402913121136,45.39,1655444627
54,广州区伯,0.004851064898533253,45.35,2315355472
