Rank,Weibo User,PageRank Value,Weibo Influence Value,User id
1,楚天都市报,0.028268616106116105,100.0,1720962692
2,人性之美丽,0.021305555555555557,75.37,2762663280
3,人民日报,0.019519253512188296,69.05,2803301701
4,微博兰州,0.01839002920915447,65.05,3606844282
5,墨迹天气,0.017372757203114347,61.46,1878599031
6,事实聚焦,0.016658766233766234,58.93,1142874394
7,网易新闻客户端,0.01604598771656225,56.76,1974808274
8,环球时报评论,0.015033821733821735,53.18,3214158792
9,南方日报,0.014989104168012038,53.02,1682207150
10,华西都市报,0.014698403778760923,52.0,1496814565
11,中国天气,0.01426955377074425,50.48,1498396803
12,评论古今,0.014127777777777779,49.98,3183555132
13,地球人很可怕,0.014028777571634714,49.63,2608483217
14,凤凰财经,0.0135488455988456,47.93,1988800805
15,交通北京,0.013504471362545898,47.77,2417139911
16,中国之声,0.01271862211862212,44.99,1699540307
17,每日新闻报,0.012686484987675467,44.88,2535760180
18,中国青年网,0.01238730158730159,43.82,2748597475
19,广州日报,0.012165817053317055,43.04,1887790981
20,成都商报,0.012090687729378206,42.77,1700648435
21,东方早报,0.011845165945165947,41.9,1698823241
22,人民网,0.011688824469181616,41.35,2286908003
23,Happy张江,0.011551993879711274,40.87,2709577332
24,靖江发布,0.011388888888888891,40.29,2867366110
25,郑州晚报,0.011083170995670997,39.21,2034347300
26,三联生活周刊,0.010610411388128781,37.53,1191965271
27,陕西身边事,0.01058978184513899,37.46,2202896360
28,搜狐视频,0.010482409760127154,37.08,2230913455
29,天津交通广播,0.010331074521291913,36.55,2081474535
30,李艳艳博士,0.010161111111111112,35.94,2807605112
31,央视新闻,0.010035855142480406,35.5,2656274875
32,头条新闻,0.009945727328801866,35.18,1618051664
33,凤凰周刊,0.009715138319046187,34.37,1267454277
34,参考消息,0.009704060680328799,34.33,2375086267
35,张鹤慈,0.00968888888888889,34.27,1971861621
36,一毛不拔大师,0.009405555555555556,33.27,1648237865
37,京华时报,0.009343543956043957,33.05,1697601814
38,南方都市报,0.009252804396929657,32.73,1644489953
39,微博爆料,0.009031080031080033,31.95,3866193066
40,21世纪经济报道,0.0089001085736593,31.48,1651428902
41,央视财经是真的吗,0.008687364281489541,30.73,3230238400
42,广州交警,0.008658585858585859,30.63,1796542650
43,羊城晚报,0.008627362782719927,30.52,1497087080
44,成都晚报,0.008605844155844157,30.44,1855024094
45,中国企业家杂志,0.008592152372587156,30.39,1193725273
46,鸡毛蒜皮与鸡毛蒜皮,0.008555555555555558,30.27,1794572275
47,中国新闻周刊,0.008354614777906704,29.55,1642512402
48,吕祥和,0.008272222222222222,29.26,2892376557
49,天气预报,0.007662880175380174,27.11,1664971205
50,思想聚焦,0.0075713504088504085,26.78,1742566624
51,宁波日报,0.007562800493157636,26.75,2360016402
52,江苏新闻,0.00735352138659592,26.01,1301904252
53,气象北京,0.007291091202141926,25.79,2611704935
54,靖江日报,0.007267840903632829,25.71,3839991845
55,刘仰,0.007218676561533704,25.54,1093974672
56,凤凰视频,0.007077023942241334,25.03,1806128454
57,再现wt,0.007044444444444445,24.92,3200633602
58,新浪新闻视频,0.006971296799014191,24.66,3921730119
59,环球时报,0.0069576659451659455,24.61,1974576991
60,中国新闻网,0.0069057279763025115,24.43,1784473157
61,潇湘晨报,0.006854660873786133,24.25,1655444627
