Rank,Weibo User,PageRank Value,Weibo Influence Value,User id
1,谢逸枫,0.013160489853821827,100.0,1592773611
2,大鹏看天下,0.011943737550558029,90.75,1735047885
3,马跃成,0.011429715128040484,86.85,1224900857
4,媒体微博助理,0.009682720892384922,73.57,2789168643
5,牛刀,0.009572430925776332,72.74,1223299212
6,深圳Jacky,0.009411706890987108,71.51,1987163183
7,权静,0.00907401689219871,68.95,1348865812
8,尹香武,0.00904658105430549,68.74,1948030305
9,央视财经,0.0089240434887174,67.81,2258727970
10,财经国家周刊,0.008584526009739241,65.23,1667983181
11,信息时报,0.008529743815883518,64.81,1750553234
12,人民网,0.008294860413406872,63.03,2286908003
13,CCTV证券资讯博览,0.008208715945611685,62.37,2032139271
14,中国楼市密探,0.00804275031104787,61.11,1971489044
15,广州新浪房产,0.008027417027417027,61.0,1661325893
16,乐居二手房,0.00785067033749944,59.65,2415433831
17,莱德赵克强,0.007824533098624006,59.45,1924011973
18,乐居扬州,0.00776279914802642,58.99,2072202831
19,陕西都市快报,0.007350284685168407,55.85,1915671961
20,证券时报网,0.007335209498683975,55.74,1664176597
21,腾晓东,0.0072757837191495004,55.29,1050306925
22,无锡新浪乐居,0.0070423076923076915,53.51,1691448523
23,新浪河南,0.006983117733372267,53.06,1644729004
24,徽湖,0.006939270956316411,52.73,1280299783
25,房地内参,0.006903034086447924,52.45,1595203481
26,中国企业家杂志,0.006883442949071575,52.3,1193725273
27,21世纪经济报道,0.006783580394750637,51.55,1651428902
28,羊城晚报,0.006737477076941099,51.19,1497087080
29,北京日报,0.006655021476612386,50.57,1893892941
30,搜狐财经,0.006605566649884831,50.19,1938424152
31,华纳陈艺,0.006600356240821708,50.15,1877756081
32,上海新浪乐居,0.006493112947658402,49.34,1675646200
33,黎津平,0.006456204906204906,49.06,1481638480
34,奋壹,0.006434238488783943,48.89,1263387643
35,财联社,0.0064106790292038605,48.71,2868676035
36,人民日报,0.00632017375609273,48.02,2803301701
37,国房部,0.006278153064516701,47.7,1971485620
38,常鐡永,0.006217822750484041,47.25,3181163037
39,新浪江西,0.006212121212121212,47.2,2599892125
40,秘书长-张辉,0.006173769338153946,46.91,1243684031
41,Wind资讯,0.006159432177846016,46.8,1901447125
42,媒体哥,0.006112770562770562,46.45,1759600993
43,每日经济新闻,0.006041847887936696,45.91,1649173367
44,向班长,0.006031455464695085,45.83,1529124462
45,头条新闻,0.0060020784365070155,45.61,1618051664
46,网络新闻联播,0.005991839127819241,45.53,1977460817
47,新浪财经,0.00589578012567143,44.8,1638782947
48,鹏媒体赵鹏,0.005734781514221013,43.58,1997544897
49,凤凰房产,0.0057291584427971035,43.53,1890733600
50,韩志国,0.005713318898007892,43.41,1291592332
51,南京新浪乐居,0.005703370193935732,43.34,1634118445
52,蔡鸿岩,0.005648781444386148,42.92,1197187737
53,华商网,0.005599400692837046,42.55,1644855075
54,余英,0.005593793718500463,42.5,1614037520
55,网易新闻客户端,0.0054902884993817055,41.72,1974808274
56,贺江兵,0.0054447461629279804,41.37,1114428482
57,Cheka-机枪天使,0.005439393939393939,41.33,2659157390
58,环球人物杂志,0.005379715314350137,40.88,1647688972
59,参考消息,0.005355254655291797,40.69,2375086267
60,金融界网站,0.005230335457796736,39.74,1704103183
61,曹山石,0.005220700915246369,39.67,1479686133
62,淮安发布,0.0051550825110188644,39.17,3582010354
63,天津新浪乐居,0.005146578726470031,39.11,1674532845
64,中国青年网,0.005094844549390004,38.71,2748597475
65,___ER___,0.005094686744619512,38.71,1767797335
66,袁腾飞,0.004968600617120701,37.75,1635764393
67,楚天都市报,0.004960389800508378,37.69,1720962692
68,范剑平,0.004955586364169535,37.66,2121667213
69,商业周刊中文版,0.004954444362010787,37.65,2462605080
70,微数据,0.0049464135091703415,37.59,2154481623
71,见闻实时新闻,0.004895420039461095,37.2,2772291221
72,现代快报,0.004875119482566291,37.04,1656737654
73,凤凰证券,0.004822517516156621,36.64,1926368657
74,广州日报,0.004801683804169762,36.49,1887790981
75,宋延庆,0.004785507086164981,36.36,1275740357
76,环球时报,0.004769450800282776,36.24,1974576991
77,十年砍柴,0.004734740259740259,35.98,1643954857
78,金融行业网,0.004604377855400389,34.99,1909253791
79,经济之声,0.004572740973877337,34.75,1704819467
80,南方都市报,0.004549489002872164,34.57,1644489953
81,蓝鲸财经记者工作平台,0.004527676666911116,34.4,1885454921
82,凤凰财知道,0.0045105586552226865,34.27,2770610290
83,肖磊看市,0.004412481682428491,33.53,1867153750
84,财经评论,0.004386362958746679,33.33,2560432091
85,新浪江苏,0.004380406336088155,33.28,2259661342
86,杨红旭,0.004244287164448454,32.25,1224180577
87,中国之声,0.004239540289262122,32.21,1699540307
88,中国经营报,0.004172065975540451,31.7,1650111241
89,工人日报,0.004152881368568823,31.56,3840768703
90,金融家微博,0.004150417259508168,31.54,1769985364
91,凤凰财经,0.0041498319243709935,31.53,1988800805
92,曾高飞,0.00414466371902921,31.49,1657044924
93,思想史略,0.004125525838683733,31.35,2097225683
94,央视新闻,0.00409999943513769,31.15,2656274875
95,电商报,0.00409934891758333,31.15,1956700750
96,新浪地产,0.0040782950157950155,30.99,1655537257
97,Vista看天下,0.004063496383443192,30.88,1323527941
98,佛山新浪房产,0.00401710915347279,30.52,1907362877
99,和讯网,0.004004161250609061,30.43,2000961721
100,福建身边事,0.004002569169960474,30.41,1678943394
101,乐居福州,0.003985954323454323,30.29,1620289655
102,哈佛微博协会,0.00397979797979798,30.24,2364729802
103,观察者网,0.003935368083980524,29.9,1887344341
104,21世纪网,0.003911055083995587,29.72,1644648333
105,证券市场周刊,0.003888513380558835,29.55,1741543435
106,余丰慧,0.0038556473829201104,29.3,1163218074
107,博露齿一笑,0.003853872053872054,29.28,1676910563
108,凭海菱风,0.0038424242424242427,29.2,1260134537
109,孟祥远,0.003841844550235295,29.19,1219760062
110,财经记者圈,0.0038224702746770195,29.05,2151768482
111,香港商報網,0.0037881317657819233,28.78,1847123567
112,贾康,0.003722351691672172,28.28,1985636721
113,财新网,0.003712660567327937,28.21,1663937380
114,晓雨闻铃,0.003642938775102807,27.68,1405906767
115,中国企业家俱乐部,0.003596630067314184,27.33,2323006342
116,中国经济网,0.003565452573771759,27.09,1663612603
117,新浪房产,0.003532371012262317,26.84,1069205631
118,新浪评论,0.0035318725980362235,26.84,1775895885
119,新浪证券,0.003508694185296016,26.66,1642585887
120,胡释之,0.0035083624297021425,26.66,1650513902
121,新闻晨报,0.003498771198235219,26.59,1314608344
122,腾讯房产官博,0.003495707508865403,26.56,2617840625
123,传媒老王,0.0034524379880111105,26.23,1661598840
124,经济观察报,0.0034489622788276535,26.21,1641561812
125,易鹏,0.0034070142995557616,25.89,1578818417
126,房龙点评网,0.003364588454675525,25.57,2076638455
127,新京报,0.0033630417043282257,25.55,1644114654
128,MetattronX,0.0033570898029601733,25.51,2379499235
129,财经中国,0.0033511105604157407,25.46,1902377862
130,一周财经综述,0.003330288272333726,25.31,2032924841
131,商界杂志,0.0033057934432934436,25.12,1644510497
132,海峡都市报,0.0032992014236046694,25.07,1698857957
133,华尔街日报中文网,0.003282097479944371,24.94,1649159940
134,南都周刊,0.0032734755886257468,24.87,1641532820
135,刘主饪,0.0032726239514823028,24.87,1647171520
136,新快报,0.0032715446389359427,24.86,1652484947
137,曹建海,0.0032370210597483327,24.6,1216546252
138,美国大学网,0.003204165717323612,24.35,1726390450
139,时代迷思,0.003188672438672439,24.23,1406387602
140,重庆时报,0.003169216598508851,24.08,2104693617
141,天涯聚焦,0.003133450098798246,23.81,2753994201
142,CCTV2央视财经评论,0.0031289136588049634,23.78,1654159825
143,吴法天,0.0031133830708298792,23.66,1405603123
144,俄罗斯之声,0.003105148097766675,23.59,2181597154
145,环球市场播报,0.003051668427266514,23.19,1640337222
146,韩复龄,0.0030150357895280524,22.91,1776994812
147,生命时报,0.0029587104659779084,22.48,1774057271
148,北大新媒体,0.002951785714285714,22.43,1711479641
149,微天下,0.0029493209118209122,22.41,1893801487
150,新浪陕西,0.00293817746911612,22.33,2162541102
151,段郎说事,0.002937683623256746,22.32,1807715644
152,ChinaVenture投中集团,0.002926250133911424,22.24,1726276573
153,陈思进,0.002906436961825525,22.08,1592917513
154,聚贤德之淋,0.0028963210117539323,22.01,2235090235
155,光远看经济,0.002887031767580967,21.94,1435160552
156,财经网,0.0028808468853559173,21.89,1642088277
157,深圳新浪房产,0.0028414812460267006,21.59,1686524201
158,董藩,0.0027979496641730986,21.26,1149665262
159,人民网安徽频道,0.002794994830567953,21.24,3215153127
160,王毅敏,0.0027798726418649046,21.12,1318252980
161,第一财经日报,0.0027539323549676796,20.93,1926909715
162,商业女记者部落,0.0027531631247540334,20.92,1955799405
163,小魏说事,0.002723397814306905,20.69,1739764751
164,杜猛,0.0027090909090909093,20.59,1214074324
165,五岳散人,0.002692365210547029,20.46,1477045392
166,鲁国平先生,0.00267596815730787,20.33,1142648704
167,东方财富网,0.002642879847425302,20.08,1801487174
168,卢麒元,0.002586247086247086,19.65,1245732825
169,孤烟暮蝉,0.0025815295815295814,19.62,2150758415
170,思想聚焦,0.0025545454545454543,19.41,1742566624
171,新闻日日睇,0.002526218213465011,19.2,1691507817
172,水木土豆教主,0.0025116897315495294,19.09,3764674343
173,敏奇敏奇,0.0024772727272727273,18.82,1900372975
174,向小田,0.002456527714709533,18.67,1660079292
175,广告门,0.0024425437057016006,18.56,1653202503
176,戴旭,0.0024420707070707073,18.56,1571497285
177,郑州晚报,0.002435374852420307,18.51,2034347300
178,任志强,0.0024299901648738857,18.46,1182389073
179,新浪辽宁,0.00242968655480847,18.46,2081296667
180,北京房产,0.002392947330447331,18.18,1661725184
181,美国驻华大使馆,0.002376523981069436,18.06,1743951792
182,杭州微博城事,0.0023723084638484796,18.03,1961594843
183,丁来峰,0.002367416915772815,17.99,1033823051
184,新华视点,0.0023535702592731656,17.88,1699432410
185,董关鹏,0.0023529213103681192,17.88,1732294475
186,潇湘晨报,0.0023364560036900103,17.75,1655444627
187,新华欧洲,0.002333676205865201,17.73,2631656081
188,不达不狂不厉害不精明,0.0023123052128175606,17.57,1867021795
189,谢作诗,0.0022816126387106878,17.34,1286958102
190,共识网,0.0022589769794663698,17.16,1414148492
191,汽车中国,0.00219099069553615,16.65,1645817972
192,尹国明,0.002181818181818182,16.58,2930744304
193,思想火炬,0.0021545293604657125,16.37,3917499594
194,宿迁之声,0.002129545454545455,16.18,2282670150
195,侯宁,0.0021003811180844677,15.96,1483330984
196,路透中文网Reuters,0.002097595061384847,15.94,1589353923
197,分智,0.002080860315178497,15.81,1880725662
198,南京发布,0.0020803051276888493,15.81,2097024354
199,克里斯托夫-金,0.0020128558310376493,15.29,1596329427
200,华夏时报,0.0019971800603905496,15.18,1838672663
201,新浪专栏,0.0019771516982348704,15.02,3297162173
202,导演乔乔JOJO,0.0019438513037350247,14.77,1646107667
203,风雨下黄山-黄生的博,0.001927001012228285,14.64,1405463773
204,石家庄新浪乐居,0.0019250318599155808,14.63,1566835402
205,陆家嘴分析员,0.0019239094239094242,14.62,1407612175
206,惠州新浪房产,0.0019200174825174826,14.59,1960571025
207,头条博客,0.0019086538461538462,14.5,1231759973
208,吴军sz,0.0018928387866784997,14.38,1750360085
209,童大焕,0.0018067394726485636,13.73,1663236061
210,新浪科技,0.0017969445986790484,13.65,1642634100
211,新闻微记者,0.001784466790751291,13.56,3713977861
212,新浪湖北,0.0017798110979929164,13.52,2049389352
213,天津日报,0.001756060606060606,13.34,3546332963
214,董登新专栏,0.001728156023799121,13.13,1227422602
215,南方周末,0.0017256327063168223,13.11,1639498782
216,证监会发布,0.001721966208829402,13.08,3802136340
217,SOHO中国,0.0017142259503971592,13.03,1667824141
218,财富管理网,0.001695959595959596,12.89,2213488924
219,郑渊洁,0.0016771757403336353,12.74,1195031270
220,搞笑图片会,0.0016694214876033057,12.69,1983693223
221,刘春,0.0016557192807192807,12.58,1662766362
222,武汉晚报,0.0016315820388494806,12.4,1879778060
223,姜岚昕,0.0016007346189164371,12.16,1284032347
224,凤凰周刊,0.0015833708826890646,12.03,1267454277
225,时代报,0.0015562442607897156,11.83,1772190152
226,东方今报,0.0014720802522836017,11.19,1672519561
227,中国地产官方微博,0.0014703856749311295,11.17,1898911143
228,买买提x-OK,0.0014506493506493507,11.02,1524257537
229,江南都市报,0.0014159229858392536,10.76,1735937570
230,招商银行,0.001409319546819547,10.71,1653150224
231,长江直播,0.0013884297520661158,10.55,2165372481
232,豫法阳光,0.0013094008264462813,9.95,2443744521
233,成都发布,0.0013045193394030602,9.91,1523766213
234,无锡市旅游局,0.0012667867628393945,9.63,1980124632
235,王小川,0.0012623593797506842,9.59,1582488432
236,沈阳新浪房产,0.0012534187079641626,9.52,1686551944
237,猫扑,0.0012242577288031835,9.3,1660452532
238,大西北网络,0.0012071648304924872,9.17,1632089897
239,东南快报,0.0011929104878572966,9.06,1671068657
240,韩寒,0.0011816128535496126,8.98,1191258123
241,重庆青年报,0.0011358717040535224,8.63,2138697305
242,时代周报,0.0011174863467207964,8.49,1644119190
243,手机圈,0.0011165584415584416,8.48,1868516374
244,分析师徐彪,0.0011148325358851677,8.47,1765865313
245,美国客,0.0011121212121212123,8.45,1235958163
246,春城晚报,0.0011069083694083695,8.41,1699258907
247,虎儒之风,0.0010544975446161219,8.01,2020017453
248,草根义士,0.001050859950859951,7.98,1328068224
249,讲句真话,0.001048926512084407,7.97,1040445513
250,光明网,0.0010432076980990024,7.93,1752825395
251,微成都,0.0010412296971660498,7.91,1916780343
252,紫金陈本人,0.001025482093663912,7.79,1300701003
253,新欧洲战法,0.0009870129870129872,7.5,1888494957
254,安普若-安校长,0.0009870129870129872,7.5,1371675920
255,凤凰壹姐,0.0009870129870129872,7.5,3197018764
256,信息日报,0.0009870129870129872,7.5,1685336690
257,悉尼房地产Jacky,0.0009318181818181819,7.08,2203215867
258,共青团中央,0.0009146474587417061,6.95,3937348351
259,李大霄,0.0009141945773524722,6.95,1645823934
260,新浪浙江,0.0008811777761245847,6.7,2097152664
261,智立方的杨石头,0.0008030303030303031,6.1,1712295232
262,厦门房地产联合网,0.0008017978831375962,6.09,2375059462
263,燕赵都市报保定站,0.0007837121212121214,5.96,2346962017
264,北京市教委,0.0007519680329043856,5.71,2418801567
265,清华南都,0.0007320229320229322,5.56,2309846073
266,室内设计师网,0.0007320229320229322,5.56,1895332380
267,杭州城那点事,0.0007216109390022435,5.48,2608787922
268,陈宝存,0.0007081339712918662,5.38,1364552715
269,新浪厦门,0.0007078094777562865,5.38,1740522895
270,娱乐圈小丑,0.0007029720279720281,5.34,1880710372
271,信力建,0.000655844155844156,4.98,1219494175
272,郑在索律师,0.0006391184573002756,4.86,1707314224
273,哈尔滨新浪乐居,0.0006157024793388431,4.68,1663401214
274,李连源,0.0005840909090909092,4.44,1233302995
275,国世平本人,0.0005776515151515153,4.39,1350292770
