Rank,Weibo User,PageRank Value,Weibo Influence Value,User id
1,LOVE_雷霆,0.03851972288464224,100.0,1949449394
2,经典斯诺克,0.03431411189263481,89.08,1897748345
3,JohnRoss431,0.03269489247311828,84.88,2559830984
4,LOVE_LosAngelesLAKERS,0.029458701845692502,76.48,1983711495
5,财经网,0.028124999999999994,73.01,1642088277
6,LOVE_快船,0.026727152481078622,69.39,1983741501
7,乐视篮球,0.026410947923044697,68.56,5058390436
8,湖人新闻动态,0.025949677268119538,67.37,1990443391
9,我爱科比论坛,0.025522236500059078,66.26,1714397395
10,LOVE_火箭,0.025299061083229157,65.68,1983655155
11,NBA篮球实用技巧,0.024841850577737676,64.49,2375866212
12,军报记者,0.024779185867895542,64.33,2280198017
13,英国足球那点事,0.024012096774193546,62.34,3098510521
14,张海彦,0.023897507062829636,62.04,1250188552
15,多伦多猛龙队,0.021388287716810638,55.53,2927682187
16,禹唐世纪传媒,0.020880452138410537,54.21,2373118011
17,LOVE_勇士,0.02076325079137048,53.9,1984298397
18,直播吧zhibo8,0.02047574931435288,53.16,2018499075
19,CBA官网,0.02001344086021505,51.96,2841877911
20,CNTV体育台,0.019803263198318374,51.41,1819318401
21,丁俊晖,0.018645909127657852,48.41,2179825195
22,CCTV5,0.01821256447052287,47.28,2993049293
23,CCTV篮球公园,0.01819952784670526,47.25,1805655167
24,苏群,0.017358550947260624,45.06,1156966391
25,田朝晖,0.01726655960526928,44.83,1422770653
26,Love_NBA小秘书,0.017175905411792508,44.59,1985698157
27,科比中文网,0.016938577480810072,43.97,1578229567
28,新浪军事,0.016700268817204298,43.36,1499104401
29,新浪NBA,0.016455453149001535,42.72,1736329970
30,SINASNOOKER,0.016034542000161696,41.63,2025944645
31,虎扑篮球,0.0158752190909449,41.21,1642292081
32,余戈-腾冲之围,0.01555779569892473,40.39,1402247482
33,声色NBA,0.014676116893858827,38.1,2022171303
34,杨毅,0.014359245145535469,37.28,1036663592
35,央视新闻,0.013844086021505374,35.94,2656274875
36,周游,0.01377108442632636,35.75,1659601853
37,扣篮SLAM,0.013583050014501627,35.26,1262799724
38,评述员詹俊,0.012974346147627132,33.68,1664207987
39,微球迷,0.01289934863523573,33.49,2188929117
40,中国之声,0.012701612903225804,32.97,1699540307
41,央广军事,0.01213037634408602,31.49,1728148193
42,袁成力量,0.011885560675883255,30.86,1296313750
43,利物浦中文论坛LFCBBS,0.011709465195246179,30.4,1870753085
44,美国驻华大使馆,0.011471257237386267,29.78,1743951792
45,NBA,0.01142417730119343,29.66,1883881851
46,林书豪球迷中心,0.01000236322816968,25.97,2209298220
47,超级大嘴泉,0.00993624207333885,25.8,1228293531
48,NBA奶油,0.009927035330261135,25.77,2637708817
49,假装在纽约,0.009274193548387096,24.08,1645101450
50,新华体育,0.008975690233648637,23.3,1731169267
51,段小段不加V,0.0068386922217567375,17.75,1682248483
52,乌龙防务评论,0.0065683361629881145,17.05,2394530374
53,郑维,0.006499615975422426,16.87,1829464883
54,重庆卫视,0.006160310049316839,15.99,1750290692
55,休斯敦火箭,0.006095356256646579,15.82,3802896629
56,俄罗斯驻华大使馆,0.005846774193548386,15.18,2503806417
57,JeremyLin林书豪,0.0055923579109062975,14.52,2106855375
58,旋猫,0.005234735023041474,13.59,1665176985
59,于嘉,0.005085125448028674,13.2,1470110647
60,新浪体育,0.004785906298003072,12.42,1638781994
61,跑车世界,0.004377880184331797,11.37,2015944007
62,my147-我的台球网,0.0030721966205837174,7.98,2104331124
