name,color
思想聚焦,#999999
清华大学微博协会,#999999
清华南都,#999999
刘同,#FFFF33
扯蛋帝,#F781BF
silver是水果味儿的,#4DAF4A
咸贵人,#F781BF
八哥专用,#984EA3
我与老公的日常,#999999
中国娱乐报道官微,#999999
耗这口,#A65628
周冬雨,#E41A1C
新浪教育,#377EB8
中国政法大学,#4DAF4A
