name,color
张海彦,#984EA3
库里中文网CURRY,#984EA3
新浪NBA,#E41A1C
波特兰开拓者por,#4DAF4A
我爱科比论坛,#999999
LOVE_火箭,#FFFF33
苏群,#E41A1C
刘语熙rachel,#A65628
篮球教学论坛,#377EB8
詹姆斯吧官方微博,#984EA3
虎扑篮球,#984EA3
NBA,#A65628
黎双富,#FF7F00
NBA大图,#377EB8
